jid,shear_modulus_gv,target,num_atoms
JVASP-16578,58.28,58.28,2
JVASP-16581,97.69,97.69,5
JVASP-16583,74.38,74.38,4
JVASP-16584,89.12,89.12,4
JVASP-16585,113.23,113.23,3
JVASP-16586,35.22,35.22,4
JVASP-16587,12.8,12.8,2
JVASP-16588,134.16,134.16,4
JVASP-16589,58.98,58.98,4
JVASP-16590,46.86,46.86,2
JVASP-16591,75.64,75.64,4
JVASP-16594,30.77,30.77,8
JVASP-16595,71.63,71.63,6
JVASP-16596,95.3,95.3,3
JVASP-16599,8.24,8.24,6
JVASP-1660,29.21,29.21,4
JVASP-16600,75.62,75.62,4
JVASP-16601,113.64,113.64,4
JVASP-16602,37.85,37.85,9
JVASP-16606,18.2,18.2,2
JVASP-16610,20.86,20.86,2
JVASP-16613,32.12,32.12,2
JVASP-16614,78.23,78.23,6
JVASP-16615,20.88,20.88,2
JVASP-16616,40.44,40.44,2
JVASP-16618,47.68,47.68,2
JVASP-16619,21.48,21.48,2
JVASP-16622,129.28,129.28,2
JVASP-16623,76.8,76.8,2
JVASP-16624,22.16,22.16,2
JVASP-16625,22.16,22.16,2
JVASP-16626,16.58,16.58,2
JVASP-16627,66.58,66.58,4
JVASP-16629,33.61,33.61,9
JVASP-1663,30.93,30.93,4
JVASP-16631,19.71,19.71,6
JVASP-16632,64.55,64.55,5
JVASP-16633,64.95,64.95,5
JVASP-16634,43.19,43.19,9
JVASP-16635,26.79,26.79,6
JVASP-16636,34.28,34.28,3
JVASP-16638,58.08,58.08,5
JVASP-16639,56.5,56.5,5
JVASP-16640,29.43,29.43,4
JVASP-16641,73.09,73.09,6
JVASP-16642,30.45,30.45,6
JVASP-16643,42.85,42.85,6
JVASP-16645,101.15,101.15,4
JVASP-16647,97.29,97.29,9
JVASP-16648,25.87,25.87,9
JVASP-16649,38.63,38.63,9
JVASP-16653,19.72,19.72,8
JVASP-16658,1.67,1.67,8
JVASP-16659,54.32,54.32,6
JVASP-1666,31.8,31.8,4
JVASP-16660,77.65,77.65,6
JVASP-16663,25.35,25.35,6
JVASP-16664,29.35,29.35,6
JVASP-16669,54.52,54.52,3
JVASP-16670,37.17,37.17,4
JVASP-16671,12.37,12.37,8
JVASP-16672,19.12,19.12,2
JVASP-16673,42.14,42.14,2
JVASP-16674,53.87,53.87,5
JVASP-16678,44.33,44.33,3
JVASP-16679,29.17,29.17,8
JVASP-16683,38.86,38.86,4
JVASP-1669,32.21,32.21,4
JVASP-16691,41.91,41.91,9
JVASP-16694,64.23,64.23,7
JVASP-167,11.98,11.98,3
JVASP-16703,41.27,41.27,6
JVASP-16704,33.54,33.54,6
JVASP-16706,53.96,53.96,5
JVASP-16708,93.47,93.47,5
JVASP-16713,77.14,77.14,2
JVASP-16714,27.35,27.35,4
JVASP-16715,48.62,48.62,8
JVASP-16716,74.91,74.91,5
JVASP-16717,76.84,76.84,5
JVASP-16718,84.25,84.25,5
JVASP-16719,78.25,78.25,5
JVASP-16720,27.22,27.22,5
JVASP-16721,47.56,47.56,5
JVASP-16723,216.5,216.5,4
JVASP-16724,53.44,53.44,5
JVASP-16725,46.76,46.76,5
JVASP-16727,18.52,18.52,3
JVASP-16729,23.68,23.68,5
JVASP-16730,9.06,9.06,1
JVASP-16733,41.09,41.09,5
JVASP-16735,76.16,76.16,5
JVASP-16737,13.95,13.95,3
JVASP-16738,109.54,109.54,4
JVASP-16743,86.33,86.33,4
JVASP-16748,20.8,20.8,4
JVASP-1675,33.4,33.4,4
JVASP-16753,62.81,62.81,9
JVASP-16754,21.77,21.77,8
JVASP-16755,41.28,41.28,4
JVASP-16758,39.14,39.14,6
JVASP-16762,21.8,21.8,9
JVASP-16763,30.12,30.12,5
JVASP-16767,82.13,82.13,4
JVASP-16769,43.09,43.09,6
JVASP-16770,16.94,16.94,4
JVASP-16771,97.56,97.56,6
JVASP-16772,0.4,0.4,6
JVASP-16776,18.22,18.22,5
JVASP-16777,32.73,32.73,3
JVASP-1678,114.02,114.02,4
JVASP-16783,127.46,127.46,4
JVASP-16785,136.33,136.33,4
JVASP-16786,87.09,87.09,4
JVASP-16787,0.47,0.47,4
JVASP-16788,20.36,20.36,2
JVASP-16789,16.6,16.6,6
JVASP-16791,31.19,31.19,4
JVASP-16794,26.07,26.07,5
JVASP-16796,66.5,66.5,5
JVASP-16798,82.89,82.89,8
JVASP-16802,12.36,12.36,5
JVASP-16803,41.0,41.0,2
JVASP-16804,41.01,41.01,2
JVASP-16806,8.28,8.28,4
JVASP-16808,48.95,48.95,3
JVASP-1681,121.11,121.11,4
JVASP-16810,32.03,32.03,6
JVASP-16812,22.05,22.05,3
JVASP-16815,29.66,29.66,3
JVASP-16816,30.68,30.68,3
JVASP-16823,21.83,21.83,6
JVASP-16828,31.29,31.29,4
JVASP-16834,110.68,110.68,7
JVASP-16837,31.19,31.19,6
JVASP-16838,32.06,32.06,6
JVASP-1684,79.7,79.7,3
JVASP-16841,43.91,43.91,6
JVASP-16845,57.08,57.08,4
JVASP-16846,109.02,109.02,2
JVASP-16849,28.22,28.22,5
JVASP-16851,34.5,34.5,2
JVASP-16852,50.1,50.1,3
JVASP-16854,34.88,34.88,4
JVASP-16856,58.19,58.19,6
JVASP-16859,22.08,22.08,8
JVASP-16864,32.47,32.47,7
JVASP-16868,39.16,39.16,9
JVASP-1687,49.98,49.98,3
JVASP-16870,67.69,67.69,4
JVASP-16871,67.85,67.85,8
JVASP-16872,32.52,32.52,9
JVASP-16884,94.38,94.38,3
JVASP-16891,40.11,40.11,8
JVASP-16894,54.14,54.14,6
JVASP-16899,-3.38,-3.38,7
JVASP-1690,34.17,34.17,4
JVASP-16900,22.25,22.25,6
JVASP-16903,56.11,56.11,8
JVASP-16907,211.34,211.34,6
JVASP-16908,21.97,21.97,9
JVASP-16910,5.53,5.53,6
JVASP-16911,11.19,11.19,6
JVASP-16912,16.43,16.43,6
JVASP-16913,24.17,24.17,6
JVASP-16914,15.27,15.27,6
JVASP-16915,14.95,14.95,6
JVASP-16917,11.13,11.13,8
JVASP-16918,11.13,11.13,5
JVASP-16921,31.9,31.9,2
JVASP-16922,72.74,72.74,5
JVASP-16924,67.18,67.18,5
JVASP-16925,33.38,33.38,5
JVASP-16927,23.12,23.12,3
JVASP-16928,64.09,64.09,3
JVASP-16929,40.86,40.86,2
JVASP-16933,69.42,69.42,5
JVASP-1699,45.08,45.08,3
JVASP-170,17.04,17.04,3
JVASP-1702,35.18,35.18,2
JVASP-1705,23.69,23.69,4
JVASP-1708,24.25,24.25,4
JVASP-1711,25.22,25.22,4
JVASP-17160,36.44,36.44,4
JVASP-17162,19.01,19.01,6
JVASP-17167,44.38,44.38,2
JVASP-17168,90.08,90.08,4
JVASP-17169,35.34,35.34,2
JVASP-1717,26.38,26.38,4
JVASP-17170,35.74,35.74,2
JVASP-17178,34.18,34.18,2
JVASP-17183,38.4,38.4,3
JVASP-17184,9.71,9.71,4
JVASP-17185,68.87,68.87,8
JVASP-17186,55.24,55.24,3
JVASP-17187,58.47,58.47,4
JVASP-17188,40.42,40.42,2
JVASP-17189,63.64,63.64,3
JVASP-17190,20.63,20.63,4
JVASP-17193,-21.39,-21.39,4
JVASP-17194,-6.08,-6.08,2
JVASP-17195,29.58,29.58,2
JVASP-17198,54.16,54.16,6
JVASP-1720,27.12,27.12,4
JVASP-17204,33.08,33.08,4
JVASP-17209,34.56,34.56,3
JVASP-17210,34.59,34.59,6
JVASP-17211,38.77,38.77,6
JVASP-17213,15.92,15.92,3
JVASP-17214,31.52,31.52,3
JVASP-17215,36.22,36.22,3
JVASP-17216,15.42,15.42,4
JVASP-17220,15.95,15.95,5
JVASP-17233,45.44,45.44,9
JVASP-17234,42.26,42.26,3
JVASP-17237,92.47,92.47,4
JVASP-17253,48.01,48.01,3
JVASP-17254,12.23,12.23,7
JVASP-17258,20.7,20.7,6
JVASP-1726,28.27,28.27,4
JVASP-17263,30.64,30.64,5
JVASP-17266,74.03,74.03,8
JVASP-17268,21.73,21.73,8
JVASP-17275,94.72,94.72,4
JVASP-17278,78.59,78.59,6
JVASP-17279,45.98,45.98,6
JVASP-17280,60.14,60.14,6
JVASP-17282,105.25,105.25,4
JVASP-17284,21.64,21.64,8
JVASP-17285,17.63,17.63,8
JVASP-17289,49.02,49.02,9
JVASP-1729,28.21,28.21,4
JVASP-17292,50.09,50.09,5
JVASP-17293,19.8,19.8,8
JVASP-17294,106.89,106.89,9
JVASP-17296,54.18,54.18,6
JVASP-17297,68.39,68.39,9
JVASP-173,5.61,5.61,8
JVASP-17300,42.59,42.59,5
JVASP-17301,22.33,22.33,6
JVASP-17302,32.42,32.42,8
JVASP-17303,21.71,21.71,8
JVASP-17304,15.65,15.65,8
JVASP-17305,60.27,60.27,8
JVASP-17307,40.23,40.23,7
JVASP-17309,97.7,97.7,9
JVASP-17310,136.94,136.94,7
JVASP-17313,76.4,76.4,8
JVASP-17314,84.01,84.01,6
JVASP-17317,60.01,60.01,6
JVASP-17318,65.2,65.2,2
JVASP-17319,25.18,25.18,6
JVASP-17321,171.91,171.91,7
JVASP-17322,44.66,44.66,3
JVASP-17324,17.67,17.67,4
JVASP-17325,40.92,40.92,8
JVASP-17326,80.99,80.99,6
JVASP-17328,119.1,119.1,5
JVASP-17329,181.33,181.33,6
JVASP-17334,88.57,88.57,4
JVASP-17344,28.88,28.88,8
JVASP-17346,0.33,0.33,3
JVASP-17348,29.41,29.41,5
JVASP-1735,173.33,173.33,3
JVASP-17350,55.04,55.04,5
JVASP-17352,45.8,45.8,5
JVASP-17353,60.8,60.8,5
JVASP-17357,32.13,32.13,8
JVASP-17362,77.96,77.96,5
JVASP-17365,86.61,86.61,5
JVASP-17375,25.13,25.13,6
JVASP-17379,32.86,32.86,5
JVASP-1738,6.66,6.66,3
JVASP-17381,64.45,64.45,5
JVASP-17383,54.19,54.19,5
JVASP-17384,41.18,41.18,6
JVASP-17385,45.7,45.7,6
JVASP-17386,16.67,16.67,4
JVASP-17388,28.21,28.21,6
JVASP-17389,66.32,66.32,5
JVASP-17390,67.1,67.1,5
JVASP-17391,81.9,81.9,5
JVASP-17393,100.13,100.13,9
JVASP-17394,-2.38,-2.38,4
JVASP-17395,49.29,49.29,3
JVASP-17398,93.54,93.54,5
JVASP-17401,57.84,57.84,4
JVASP-17402,59.72,59.72,4
JVASP-17403,36.9,36.9,4
JVASP-17404,-16.08,-16.08,2
JVASP-17405,43.7,43.7,6
JVASP-17407,48.81,48.81,6
JVASP-17409,50.25,50.25,6
JVASP-17410,55.05,55.05,5
JVASP-17411,24.71,24.71,4
JVASP-17413,55.89,55.89,6
JVASP-17415,48.61,48.61,8
JVASP-17416,50.86,50.86,4
JVASP-17417,92.58,92.58,4
JVASP-17419,7.48,7.48,4
JVASP-17420,56.48,56.48,8
JVASP-17422,78.41,78.41,8
JVASP-17423,53.62,53.62,8
JVASP-17425,57.72,57.72,6
JVASP-17426,111.12,111.12,5
JVASP-17429,49.22,49.22,8
JVASP-17432,19.68,19.68,8
JVASP-17437,49.98,49.98,8
JVASP-1744,19.61,19.61,4
JVASP-17440,-6.14,-6.14,2
JVASP-17443,53.22,53.22,3
JVASP-17444,59.25,59.25,9
JVASP-17445,40.43,40.43,6
JVASP-17447,28.45,28.45,9
JVASP-17452,31.75,31.75,5
JVASP-17455,65.88,65.88,6
JVASP-17456,36.07,36.07,8
JVASP-17457,30.75,30.75,9
JVASP-17458,0.38,0.38,2
JVASP-17460,41.87,41.87,9
JVASP-17463,44.87,44.87,4
JVASP-17464,33.27,33.27,4
JVASP-17466,61.79,61.79,7
JVASP-17468,117.27,117.27,6
JVASP-17471,33.51,33.51,9
JVASP-17472,45.41,45.41,8
JVASP-17473,91.48,91.48,5
JVASP-17474,46.11,46.11,7
JVASP-17475,22.99,22.99,5
JVASP-17477,34.42,34.42,6
JVASP-17478,37.03,37.03,8
JVASP-17479,39.77,39.77,8
JVASP-17481,16.1,16.1,8
JVASP-17482,40.44,40.44,8
JVASP-17489,79.29,79.29,4
JVASP-17491,17.38,17.38,2
JVASP-17494,25.12,25.12,7
JVASP-17497,18.96,18.96,5
JVASP-17498,21.76,21.76,4
JVASP-1750,43.78,43.78,3
JVASP-17500,21.2,21.2,4
JVASP-17503,66.42,66.42,5
JVASP-17505,14.9,14.9,5
JVASP-17506,14.86,14.86,5
JVASP-17508,59.88,59.88,8
JVASP-17510,59.92,59.92,6
JVASP-17511,20.73,20.73,6
JVASP-17512,64.96,64.96,5
JVASP-17515,81.4,81.4,8
JVASP-17516,39.17,39.17,5
JVASP-17521,21.6,21.6,5
JVASP-17522,54.38,54.38,5
JVASP-17529,47.53,47.53,4
JVASP-17530,6.21,6.21,6
JVASP-17534,56.49,56.49,6
JVASP-17535,44.3,44.3,2
JVASP-17536,41.42,41.42,4
JVASP-17537,19.48,19.48,6
JVASP-17540,50.3,50.3,4
JVASP-17541,63.3,63.3,5
JVASP-17542,19.05,19.05,4
JVASP-17543,43.88,43.88,6
JVASP-17545,63.98,63.98,5
JVASP-17547,48.95,48.95,8
JVASP-17552,32.0,32.0,4
JVASP-17553,49.04,49.04,4
JVASP-17554,0.72,0.72,2
JVASP-17558,87.6,87.6,8
JVASP-17561,37.68,37.68,4
JVASP-17564,56.83,56.83,6
JVASP-17577,5.66,5.66,8
JVASP-17580,19.76,19.76,2
JVASP-17581,39.15,39.15,6
JVASP-17585,63.73,63.73,4
JVASP-17589,54.59,54.59,6
JVASP-1759,-10.27,-10.27,2
JVASP-17591,18.0,18.0,4
JVASP-17598,1.18,1.18,5
JVASP-17599,40.69,40.69,9
JVASP-176,7.7,7.7,8
JVASP-17603,52.4,52.4,4
JVASP-17604,57.35,57.35,4
JVASP-17607,36.96,36.96,4
JVASP-17610,20.11,20.11,5
JVASP-17612,3.24,3.24,4
JVASP-17613,67.72,67.72,4
JVASP-17616,50.42,50.42,3
JVASP-17618,39.16,39.16,4
JVASP-1762,18.43,18.43,4
JVASP-17620,30.71,30.71,5
JVASP-17621,37.81,37.81,5
JVASP-17624,62.27,62.27,5
JVASP-17627,22.71,22.71,6
JVASP-17628,0.0,0.0,6
JVASP-17632,71.88,71.88,4
JVASP-17637,45.04,45.04,4
JVASP-17643,50.55,50.55,6
JVASP-17647,45.77,45.77,6
JVASP-1765,37.76,37.76,3
JVASP-17650,21.04,21.04,4
JVASP-17651,25.6,25.6,2
JVASP-17653,31.22,31.22,4
JVASP-17654,-12.04,-12.04,3
JVASP-17657,17.82,17.82,3
JVASP-17659,26.95,26.95,4
JVASP-17665,146.57,146.57,6
JVASP-17666,26.0,26.0,2
JVASP-17669,95.85,95.85,8
JVASP-17670,169.67,169.67,6
JVASP-17671,13.94,13.94,8
JVASP-17673,84.8,84.8,5
JVASP-17676,9.99,9.99,5
JVASP-17677,38.48,38.48,4
JVASP-17678,46.97,46.97,8
JVASP-17679,68.57,68.57,6
JVASP-17681,43.04,43.04,5
JVASP-17682,24.76,24.76,4
JVASP-17685,21.68,21.68,4
JVASP-17686,47.2,47.2,4
JVASP-17691,16.58,16.58,2
JVASP-17693,44.84,44.84,5
JVASP-17694,17.6,17.6,5
JVASP-17698,86.0,86.0,8
JVASP-17699,15.25,15.25,8
JVASP-17700,58.16,58.16,2
JVASP-17702,19.4,19.4,5
JVASP-17704,75.36,75.36,4
JVASP-17705,55.35,55.35,6
JVASP-17707,4.08,4.08,6
JVASP-1771,19.71,19.71,4
JVASP-17710,20.56,20.56,4
JVASP-17715,-9.3,-9.3,3
JVASP-17716,37.58,37.58,2
JVASP-17718,-6.89,-6.89,6
JVASP-17720,56.83,56.83,6
JVASP-17721,24.22,24.22,4
JVASP-17723,11.62,11.62,1
JVASP-17729,-8.2,-8.2,8
JVASP-17730,47.69,47.69,4
JVASP-17731,63.94,63.94,4
JVASP-17732,26.59,26.59,4
JVASP-17733,42.4,42.4,4
JVASP-17734,30.42,30.42,9
JVASP-17738,29.83,29.83,8
JVASP-1774,18.54,18.54,2
JVASP-17741,17.08,17.08,8
JVASP-17742,42.23,42.23,9
JVASP-17743,20.2,20.2,4
JVASP-17744,62.01,62.01,5
JVASP-17745,18.6,18.6,5
JVASP-17746,24.28,24.28,8
JVASP-17747,18.62,18.62,4
JVASP-17749,76.21,76.21,4
JVASP-17750,53.77,53.77,6
JVASP-17752,11.2,11.2,4
JVASP-17753,55.01,55.01,4
JVASP-17754,35.55,35.55,5
JVASP-17757,54.2,54.2,4
JVASP-17759,41.75,41.75,9
JVASP-17764,23.56,23.56,4
JVASP-17769,59.15,59.15,5
JVASP-17770,18.37,18.37,6
JVASP-17771,17.44,17.44,4
JVASP-17772,67.95,67.95,5
JVASP-17773,25.0,25.0,4
JVASP-17774,25.0,25.0,6
JVASP-17775,27.45,27.45,6
JVASP-17777,34.81,34.81,4
JVASP-17779,23.25,23.25,7
JVASP-17781,62.81,62.81,3
JVASP-17785,63.68,63.68,5
JVASP-17786,64.23,64.23,5
JVASP-17787,63.94,63.94,6
JVASP-17788,31.65,31.65,8
JVASP-17790,22.71,22.71,6
JVASP-17792,31.64,31.64,8
JVASP-17793,53.48,53.48,5
JVASP-17794,126.26,126.26,8
JVASP-17796,49.38,49.38,6
JVASP-17797,52.38,52.38,4
JVASP-1780,41.76,41.76,4
JVASP-17802,-11.48,-11.48,8
JVASP-17803,63.41,63.41,6
JVASP-17805,38.33,38.33,6
JVASP-17806,50.31,50.31,5
JVASP-17809,54.02,54.02,4
JVASP-17811,12.18,12.18,2
JVASP-17812,121.67,121.67,3
JVASP-17814,53.86,53.86,4
JVASP-17815,0.0,0.0,2
JVASP-17818,22.1,22.1,5
JVASP-17820,82.13,82.13,8
JVASP-17827,46.35,46.35,6
JVASP-17831,45.66,45.66,6
JVASP-17832,46.77,46.77,5
JVASP-17835,111.88,111.88,8
JVASP-17837,71.31,71.31,6
JVASP-17838,0.3,0.3,5
JVASP-17840,55.95,55.95,6
JVASP-17841,99.82,99.82,2
JVASP-17842,57.72,57.72,4
JVASP-17845,42.1,42.1,4
JVASP-17848,9.26,9.26,5
JVASP-17850,39.47,39.47,6
JVASP-17852,46.62,46.62,4
JVASP-17853,142.14,142.14,8
JVASP-17854,105.8,105.8,5
JVASP-17855,91.32,91.32,8
JVASP-17856,55.8,55.8,6
JVASP-17857,33.2,33.2,4
JVASP-1786,38.57,38.57,4
JVASP-17861,35.09,35.09,6
JVASP-17864,30.44,30.44,5
JVASP-17865,-14.02,-14.02,3
JVASP-17867,8.2,8.2,2
JVASP-17869,30.56,30.56,4
JVASP-17876,71.91,71.91,6
JVASP-17878,51.63,51.63,6
JVASP-17879,27.04,27.04,4
JVASP-17881,96.89,96.89,5
JVASP-17884,41.26,41.26,4
JVASP-17886,11.96,11.96,2
JVASP-17887,50.38,50.38,5
JVASP-17888,53.4,53.4,3
JVASP-17889,45.93,45.93,6
JVASP-1789,55.02,55.02,4
JVASP-17890,20.08,20.08,5
JVASP-17893,13.9,13.9,6
JVASP-179,9.67,9.67,9
JVASP-17902,55.61,55.61,4
JVASP-17904,42.44,42.44,2
JVASP-17909,27.67,27.67,6
JVASP-17910,22.92,22.92,5
JVASP-17912,98.79,98.79,8
JVASP-17914,46.86,46.86,5
JVASP-17915,0.0,0.0,6
JVASP-17919,64.12,64.12,5
JVASP-1792,52.95,52.95,4
JVASP-17920,57.45,57.45,5
JVASP-17923,38.31,38.31,5
JVASP-17924,51.27,51.27,9
JVASP-17925,83.24,83.24,4
JVASP-17927,25.86,25.86,8
JVASP-17928,44.35,44.35,5
JVASP-17931,27.64,27.64,4
JVASP-17933,23.64,23.64,5
JVASP-17934,24.74,24.74,4
JVASP-17939,77.74,77.74,5
JVASP-17940,16.6,16.6,9
JVASP-17942,26.61,26.61,9
JVASP-17943,68.09,68.09,5
JVASP-17944,130.85,130.85,8
JVASP-17946,41.1,41.1,9
JVASP-17949,17.22,17.22,5
JVASP-1795,54.43,54.43,4
JVASP-17951,28.23,28.23,9
JVASP-17953,48.7,48.7,4
JVASP-17954,28.63,28.63,6
JVASP-17957,187.8,187.8,2
JVASP-17961,56.35,56.35,5
JVASP-17963,26.36,26.36,2
JVASP-17965,58.47,58.47,6
JVASP-17967,19.0,19.0,4
JVASP-17968,12.17,12.17,4
JVASP-17969,40.39,40.39,6
JVASP-17971,48.87,48.87,9
JVASP-17977,87.78,87.78,5
JVASP-17978,41.64,41.64,5
JVASP-17979,18.76,18.76,2
JVASP-1798,15.04,15.04,4
JVASP-17980,27.8,27.8,4
JVASP-17983,14.26,14.26,4
JVASP-17986,20.56,20.56,4
JVASP-17987,38.15,38.15,9
JVASP-17989,27.28,27.28,4
JVASP-17991,52.22,52.22,4
JVASP-17993,4.44,4.44,5
JVASP-17994,25.49,25.49,8
JVASP-17997,27.1,27.1,4
JVASP-18001,24.62,24.62,4
JVASP-18002,54.54,54.54,6
JVASP-18003,12.6,12.6,5
JVASP-18005,20.88,20.88,4
JVASP-18006,-8.72,-8.72,4
JVASP-18007,17.68,17.68,2
JVASP-18008,26.86,26.86,2
JVASP-18009,63.43,63.43,5
JVASP-18011,59.83,59.83,5
JVASP-18014,33.33,33.33,9
JVASP-18015,29.96,29.96,5
JVASP-18016,90.02,90.02,4
JVASP-18020,149.14,149.14,5
JVASP-18021,27.25,27.25,4
JVASP-18022,38.92,38.92,6
JVASP-18023,60.39,60.39,7
JVASP-18024,44.51,44.51,6
JVASP-18026,235.68,235.68,6
JVASP-18027,28.43,28.43,6
JVASP-18028,22.46,22.46,4
JVASP-18033,50.42,50.42,4
JVASP-18036,27.72,27.72,6
JVASP-18037,18.73,18.73,6
JVASP-18038,52.77,52.77,6
JVASP-18039,54.98,54.98,4
JVASP-1804,28.41,28.41,4
JVASP-18041,105.14,105.14,5
JVASP-18044,33.62,33.62,9
JVASP-18047,21.9,21.9,6
JVASP-18048,20.68,20.68,8
JVASP-18049,135.18,135.18,7
JVASP-18052,26.4,26.4,6
JVASP-18056,57.07,57.07,6
JVASP-18057,27.83,27.83,8
JVASP-18058,46.11,46.11,5
JVASP-18060,72.91,72.91,8
JVASP-18063,21.92,21.92,1
JVASP-18064,38.69,38.69,9
JVASP-18065,20.17,20.17,4
JVASP-1807,30.56,30.56,4
JVASP-18070,29.48,29.48,2
JVASP-18071,21.0,21.0,5
JVASP-18074,33.16,33.16,7
JVASP-18077,110.11,110.11,6
JVASP-18080,46.93,46.93,5
JVASP-18084,62.91,62.91,5
JVASP-18085,64.91,64.91,5
JVASP-18088,60.51,60.51,5
JVASP-18089,28.29,28.29,6
JVASP-18090,87.97,87.97,5
JVASP-18091,20.74,20.74,4
JVASP-18094,44.78,44.78,6
JVASP-18097,92.91,92.91,9
JVASP-18101,24.29,24.29,6
JVASP-18103,25.86,25.86,2
JVASP-18104,31.7,31.7,4
JVASP-18105,43.75,43.75,6
JVASP-18111,23.42,23.42,4
JVASP-18112,38.38,38.38,4
JVASP-18113,22.28,22.28,4
JVASP-18114,39.76,39.76,4
JVASP-18116,32.83,32.83,9
JVASP-18123,7.99,7.99,4
JVASP-18124,7.99,7.99,6
JVASP-18129,17.64,17.64,5
JVASP-1813,32.92,32.92,4
JVASP-18130,26.37,26.37,6
JVASP-18131,29.36,29.36,4
JVASP-18133,115.18,115.18,4
JVASP-18136,42.22,42.22,6
JVASP-18138,96.01,96.01,6
JVASP-18139,15.78,15.78,5
JVASP-18140,5.48,5.48,5
JVASP-18146,29.04,29.04,8
JVASP-18147,45.37,45.37,6
JVASP-18149,34.04,34.04,8
JVASP-18150,60.57,60.57,8
JVASP-18152,20.02,20.02,3
JVASP-18153,50.08,50.08,6
JVASP-18155,77.14,77.14,5
JVASP-18156,41.0,41.0,5
JVASP-1816,33.25,33.25,4
JVASP-18161,45.73,45.73,6
JVASP-18162,36.21,36.21,6
JVASP-18166,51.12,51.12,8
JVASP-18169,50.59,50.59,6
JVASP-18170,30.98,30.98,5
JVASP-18171,52.95,52.95,6
JVASP-18174,31.35,31.35,9
JVASP-18176,16.36,16.36,9
JVASP-18186,104.35,104.35,8
JVASP-18187,48.86,48.86,6
JVASP-1819,32.83,32.83,4
JVASP-18190,16.46,16.46,4
JVASP-18192,-15.32,-15.32,3
JVASP-18193,66.4,66.4,4
JVASP-18196,87.68,87.68,2
JVASP-18197,26.61,26.61,6
JVASP-18199,50.07,50.07,9
JVASP-182,190.73,190.73,12
JVASP-18204,16.28,16.28,5
JVASP-18205,30.17,30.17,8
JVASP-18207,-0.58,-0.58,3
JVASP-18208,29.84,29.84,4
JVASP-18211,107.24,107.24,5
JVASP-18212,61.38,61.38,5
JVASP-18213,12.71,12.71,8
JVASP-18214,26.73,26.73,5
JVASP-18216,65.72,65.72,5
JVASP-18217,0.45,0.45,4
JVASP-18218,43.08,43.08,4
JVASP-18222,53.34,53.34,8
JVASP-18226,64.3,64.3,5
JVASP-18227,108.27,108.27,6
JVASP-18230,39.12,39.12,6
JVASP-18231,173.18,173.18,5
JVASP-18232,48.12,48.12,4
JVASP-18234,22.36,22.36,5
JVASP-18237,42.79,42.79,6
JVASP-18238,22.74,22.74,5
JVASP-18239,0.34,0.34,5
JVASP-18240,21.44,21.44,3
JVASP-18242,24.12,24.12,5
JVASP-18243,59.96,59.96,4
JVASP-18246,30.16,30.16,8
JVASP-18247,9.64,9.64,4
JVASP-18249,-7.28,-7.28,3
JVASP-1825,34.03,34.03,4
JVASP-18250,50.89,50.89,6
JVASP-18251,26.47,26.47,7
JVASP-18254,100.92,100.92,4
JVASP-18255,16.93,16.93,8
JVASP-18257,-0.93,-0.93,8
JVASP-18258,93.28,93.28,6
JVASP-18259,52.83,52.83,5
JVASP-18260,57.63,57.63,9
JVASP-18261,16.04,16.04,8
JVASP-18262,14.45,14.45,6
JVASP-18264,57.0,57.0,2
JVASP-18267,26.09,26.09,5
JVASP-18268,38.66,38.66,4
JVASP-18271,37.34,37.34,4
JVASP-18275,58.86,58.86,6
JVASP-18276,55.94,55.94,7
JVASP-18277,28.44,28.44,2
JVASP-18281,24.07,24.07,6
JVASP-18287,9.56,9.56,4
JVASP-18299,-8.66,-8.66,3
JVASP-18302,42.22,42.22,4
JVASP-18303,16.66,16.66,3
JVASP-18305,11.7,11.7,6
JVASP-18306,13.29,13.29,8
JVASP-18308,38.54,38.54,2
JVASP-18312,6.77,6.77,4
JVASP-18313,36.96,36.96,2
JVASP-18315,12.01,12.01,2
JVASP-18316,38.26,38.26,2
JVASP-18326,35.78,35.78,6
JVASP-18328,11.92,11.92,6
JVASP-18351,39.06,39.06,2
JVASP-18352,37.82,37.82,2
JVASP-18353,38.8,38.8,2
JVASP-18361,35.68,35.68,2
JVASP-18362,8.02,8.02,4
JVASP-1837,28.03,28.03,4
JVASP-18370,13.84,13.84,8
JVASP-18371,1.56,1.56,2
JVASP-18373,-6.56,-6.56,2
JVASP-18375,54.89,54.89,6
JVASP-18380,42.22,42.22,3
JVASP-18381,43.78,43.78,3
JVASP-18383,34.52,34.52,3
JVASP-18384,84.97,84.97,7
JVASP-18385,55.82,55.82,3
JVASP-18389,-24.76,-24.76,3
JVASP-18391,60.26,60.26,3
JVASP-18392,-12.68,-12.68,3
JVASP-18394,69.56,69.56,3
JVASP-18396,19.95,19.95,3
JVASP-18397,132.34,132.34,2
JVASP-1840,28.34,28.34,4
JVASP-18400,18.45,18.45,3
JVASP-18403,-15.7,-15.7,3
JVASP-18406,49.02,49.02,3
JVASP-18407,77.38,77.38,8
JVASP-18413,53.82,53.82,3
JVASP-18416,90.1,90.1,3
JVASP-18420,40.06,40.06,6
JVASP-18421,0.37,0.37,8
JVASP-18422,41.74,41.74,9
JVASP-18424,32.63,32.63,3
JVASP-18425,86.86,86.86,4
JVASP-18426,16.72,16.72,4
JVASP-18427,21.42,21.42,5
JVASP-18428,28.49,28.49,3
