jid,bulk_modulus_kv,target,num_atoms
JVASP-15612,117.71,117.71,5
JVASP-99847,49.03,49.03,4
JVASP-105875,57.19,57.19,8
JVASP-99376,132.04,132.04,4
JVASP-105945,9.71,9.71,9
JVASP-15564,150.03,150.03,4
JVASP-91450,27.62,27.62,32
JVASP-14600,20.97,20.97,1
JVASP-93296,134.54,134.54,5
JVASP-99801,20.9,20.9,8
JVASP-93896,15.11,15.11,6
JVASP-99940,101.16,101.16,5
JVASP-1915,27.64,27.64,4
JVASP-20074,54.89,54.89,5
JVASP-1807,46.03,46.03,4
JVASP-99127,53.32,53.32,28
JVASP-105726,29.53,29.53,4
JVASP-15654,113.77,113.77,5
JVASP-94309,120.16,120.16,6
JVASP-14567,72.43,72.43,2
JVASP-106024,65.51,65.51,4
JVASP-18748,215.83,215.83,8
JVASP-93845,87.47,87.47,6
JVASP-105877,25.42,25.42,4
JVASP-99993,13.28,13.28,6
JVASP-99753,13.83,13.83,4
JVASP-99569,307.86,307.86,4
JVASP-92774,102.63,102.63,5
JVASP-99008,46.03,46.03,4
JVASP-93351,112.06,112.06,6
JVASP-94893,44.68,44.68,7
JVASP-94365,14.54,14.54,6
JVASP-15707,145.26,145.26,5
JVASP-14820,70.89,70.89,2
JVASP-95427,34.8,34.8,9
JVASP-100047,134.94,134.94,5
JVASP-17353,199.53,199.53,5
JVASP-93248,178.6,178.6,5
JVASP-54949,148.96,148.96,6
JVASP-99848,69.31,69.31,2
JVASP-92676,121.82,121.82,5
JVASP-92717,123.78,123.78,5
JVASP-1813,48.53,48.53,4
JVASP-1300,78.3,78.3,2
JVASP-99802,22.58,22.58,8
JVASP-91451,58.34,58.34,14
JVASP-100120,44.2,44.2,10
JVASP-15118,84.4,84.4,4
JVASP-15656,82.06,82.06,6
JVASP-49795,87.71,87.71,10
JVASP-1225,72.91,72.91,20
JVASP-14865,61.0,61.0,2
JVASP-93297,99.31,99.31,5
JVASP-92581,115.5,115.5,5
JVASP-108163,169.4,169.4,4
JVASP-12066,82.4,82.4,6
JVASP-3510,12.23,12.23,8
JVASP-14942,145.7,145.7,6
JVASP-93352,199.07,199.07,6
JVASP-95270,175.0,175.0,28
JVASP-93702,131.49,131.49,6
JVASP-93897,136.21,136.21,6
JVASP-99009,97.67,97.67,2
JVASP-93803,35.17,35.17,6
JVASP-19908,186.17,186.17,6
JVASP-93954,213.74,213.74,6
JVASP-99849,127.03,127.03,4
JVASP-105727,256.21,256.21,4
JVASP-106104,109.4,109.4,9
JVASP-95431,72.44,72.44,14
JVASP-93408,86.88,86.88,6
JVASP-28452,45.58,45.58,9
JVASP-16057,55.78,55.78,9
JVASP-108165,118.73,118.73,2
JVASP-106180,28.66,28.66,4
JVASP-94953,152.0,152.0,7
JVASP-93249,82.4,82.4,5
JVASP-21535,34.19,34.19,32
JVASP-106027,123.06,123.06,4
JVASP-91378,133.54,133.54,28
JVASP-28410,22.36,22.36,3
JVASP-92719,156.72,156.72,5
JVASP-92677,117.99,117.99,5
JVASP-92775,148.66,148.66,5
JVASP-99755,17.8,17.8,4
JVASP-99613,15.11,15.11,6
JVASP-94367,13.26,13.26,6
JVASP-99995,133.87,133.87,3
JVASP-105949,55.1,55.1,4
JVASP-93473,193.27,193.27,6
JVASP-15059,212.51,212.51,6
JVASP-93848,274.23,274.23,6
JVASP-92539,336.13,336.13,5
JVASP-1816,49.26,49.26,4
JVASP-94895,81.8,81.8,7
JVASP-4059,55.38,55.38,6
JVASP-100162,44.0,44.0,8
JVASP-1918,23.63,23.63,4
JVASP-91452,23.23,23.23,16
JVASP-18522,39.3,39.3,5
JVASP-106105,0.19,0.19,4
JVASP-341,60.31,60.31,6
JVASP-105950,178.64,178.64,6
JVASP-16102,0.0,0.0,4
JVASP-320,42.86,42.86,3
JVASP-92582,119.84,119.84,5
JVASP-99804,14.64,14.64,8
JVASP-14568,67.07,67.07,2
JVASP-96885,131.63,131.63,28
JVASP-15013,244.76,244.76,4
JVASP-3225,40.59,40.59,9
JVASP-93703,221.98,221.98,6
JVASP-1867,159.89,159.89,4
JVASP-100052,93.98,93.98,8
JVASP-14649,204.57,204.57,6
JVASP-94314,10.64,10.64,6
JVASP-93353,198.04,198.04,6
JVASP-93756,45.47,45.47,6
JVASP-93549,56.39,56.39,6
JVASP-100211,48.4,48.4,4
JVASP-99756,22.43,22.43,4
JVASP-94954,64.84,64.84,7
JVASP-92678,31.83,31.83,5
JVASP-106183,181.99,181.99,6
JVASP-99996,132.5,132.5,5
JVASP-99143,12.9,12.9,28
JVASP-99531,180.27,180.27,5
JVASP-99900,67.1,67.1,6
JVASP-106028,190.82,190.82,6
JVASP-93250,204.97,204.97,5
JVASP-50949,190.16,190.16,10
JVASP-1921,15.53,15.53,2
JVASP-50824,143.66,143.66,11
JVASP-93956,247.2,247.2,6
JVASP-56242,23.63,23.63,10
JVASP-20075,298.43,298.43,4
JVASP-15708,39.57,39.57,2
JVASP-4062,44.2,44.2,7
JVASP-15201,134.12,134.12,5
JVASP-99614,90.42,90.42,6
JVASP-14866,217.12,217.12,2
JVASP-100256,54.52,54.52,8
JVASP-1894,51.12,51.12,4
JVASP-18946,73.33,73.33,2
JVASP-1819,53.19,53.19,4
JVASP-100053,1.28,1.28,6
JVASP-21536,40.01,40.01,6
JVASP-94369,52.04,52.04,6
JVASP-93850,56.3,56.3,6
JVASP-99903,57.49,57.49,8
JVASP-93704,60.66,60.66,6
JVASP-18422,85.63,85.63,9
JVASP-100212,21.1,21.1,4
JVASP-99757,87.07,87.07,4
JVASP-29109,17.29,17.29,12
JVASP-100164,90.77,90.77,4
JVASP-1381,35.33,35.33,3
JVASP-99998,90.29,90.29,6
JVASP-3228,47.87,47.87,6
JVASP-3384,34.67,34.67,5
JVASP-94955,123.71,123.71,7
JVASP-14594,134.83,134.83,1
JVASP-99806,67.6,67.6,4
JVASP-1186,50.03,50.03,2
JVASP-15565,112.07,112.07,4
JVASP-18895,43.37,43.37,3
JVASP-4071,15.11,15.11,6
JVASP-93251,79.47,79.47,5
JVASP-92721,69.22,69.22,5
JVASP-3822,114.78,114.78,9
JVASP-99384,57.51,57.51,4
JVASP-1822,53.69,53.69,4
JVASP-106031,132.34,132.34,8
JVASP-15357,116.97,116.97,5
JVASP-92783,138.03,138.03,5
JVASP-92679,205.37,205.37,5
JVASP-19875,233.7,233.7,2
JVASP-93476,123.51,123.51,6
JVASP-100054,95.12,95.12,5
JVASP-95133,12.61,12.61,22
JVASP-93707,115.5,115.5,6
JVASP-99949,45.52,45.52,4
JVASP-99532,18.0,18.0,4
JVASP-92585,84.62,84.62,5
JVASP-14715,62.29,62.29,6
JVASP-99436,59.78,59.78,4
JVASP-99904,95.26,95.26,6
JVASP-99758,31.11,31.11,8
JVASP-14822,30.66,30.66,2
JVASP-19932,376.69,376.69,2
JVASP-93411,60.47,60.47,6
JVASP-93355,95.2,95.2,6
JVASP-1183,59.7,59.7,2
JVASP-15657,193.27,193.27,4
JVASP-95278,114.31,114.31,7
JVASP-106033,39.94,39.94,4
JVASP-106111,61.47,61.47,4
JVASP-93957,200.93,200.93,6
JVASP-28570,58.77,58.77,9
JVASP-15232,151.02,151.02,5
JVASP-1924,17.87,17.87,4
JVASP-93252,143.07,143.07,5
JVASP-94317,243.51,243.51,6
JVASP-93902,65.53,65.53,6
JVASP-15613,124.29,124.29,5
JVASP-18792,115.46,115.46,6
JVASP-56304,27.51,27.51,10
JVASP-100167,0.19,0.19,4
JVASP-100308,234.67,234.67,4
JVASP-93807,151.8,151.8,6
JVASP-15452,139.12,139.12,5
JVASP-18845,113.96,113.96,9
JVASP-14888,75.63,75.63,6
JVASP-99616,182.93,182.93,8
JVASP-20098,235.0,235.0,4
JVASP-94371,93.54,93.54,6
JVASP-22733,19.76,19.76,6
JVASP-1870,131.06,131.06,4
JVASP-93356,190.83,190.83,6
JVASP-92722,191.73,191.73,5
JVASP-91382,196.07,196.07,8
JVASP-92628,95.08,95.08,5
JVASP-99576,32.51,32.51,4
JVASP-100055,14.38,14.38,7
JVASP-100259,49.9,49.9,8
JVASP-14934,69.73,69.73,4
JVASP-99951,65.59,65.59,6
JVASP-93708,70.27,70.27,6
JVASP-92586,26.93,26.93,5
JVASP-28381,31.94,31.94,6
JVASP-99759,33.36,33.36,4
JVASP-3825,38.48,38.48,6
JVASP-2014,12.97,12.97,2
JVASP-93412,45.43,45.43,6
JVASP-13745,55.32,55.32,4
JVASP-1825,54.58,54.58,4
JVASP-16027,38.69,38.69,5
JVASP-14943,59.73,59.73,2
JVASP-99721,42.97,42.97,10
JVASP-18590,85.33,85.33,4
JVASP-94898,104.99,104.99,7
JVASP-19891,61.33,61.33,2
JVASP-14978,107.73,107.73,4
JVASP-106034,102.32,102.32,5
JVASP-1927,22.13,22.13,3
JVASP-14823,46.86,46.86,2
JVASP-4074,11.07,11.07,6
JVASP-93253,167.33,167.33,5
JVASP-93959,237.3,237.3,6
JVASP-99027,12.49,12.49,12
JVASP-99386,53.93,53.93,4
JVASP-15993,90.61,90.61,6
JVASP-99489,54.73,54.73,4
JVASP-93306,34.9,34.9,6
JVASP-93360,86.93,86.93,6
JVASP-92723,215.52,215.52,5
JVASP-5368,8.56,8.56,20
JVASP-100056,38.4,38.4,8
JVASP-92631,19.56,19.56,5
JVASP-100260,67.6,67.6,4
JVASP-54760,26.68,26.68,6
JVASP-106188,23.1,23.1,10
JVASP-99579,67.29,67.29,6
JVASP-99952,135.63,135.63,4
JVASP-94854,116.12,116.12,7
JVASP-16230,239.59,239.59,6
JVASP-99760,94.03,94.03,4
JVASP-100001,143.89,143.89,6
JVASP-3930,17.83,17.83,8
JVASP-1873,146.72,146.72,4
JVASP-14936,51.37,51.37,6
JVASP-3450,109.61,109.61,5
JVASP-2328,37.1,37.1,8
JVASP-100130,178.98,178.98,10
JVASP-93413,143.37,143.37,6
JVASP-100356,34.79,34.79,5
JVASP-2226,109.64,109.64,5
JVASP-1828,55.43,55.43,4
JVASP-93254,37.87,37.87,5
JVASP-55156,185.4,185.4,5
JVASP-15994,64.97,64.97,6
JVASP-14824,35.57,35.57,1
JVASP-14867,122.57,122.57,3
JVASP-93960,23.43,23.43,6
JVASP-18625,151.49,151.49,6
JVASP-5194,20.5,20.5,12
JVASP-99664,25.42,25.42,9
JVASP-99535,17.77,17.77,4
JVASP-100057,36.22,36.22,8
JVASP-92632,48.3,48.3,5
JVASP-93905,143.84,143.84,6
JVASP-99160,13.36,13.36,24
JVASP-100219,41.37,41.37,4
JVASP-100261,30.87,30.87,4
JVASP-94323,39.82,39.82,6
JVASP-92544,192.4,192.4,5
JVASP-1501,28.77,28.77,4
JVASP-93361,46.88,46.88,6
JVASP-106189,46.53,46.53,10
JVASP-100593,76.17,76.17,6
JVASP-94962,50.36,50.36,7
JVASP-93307,84.06,84.06,6
JVASP-20099,45.9,45.9,2
JVASP-94857,21.09,21.09,7
JVASP-99580,48.19,48.19,7
JVASP-93414,188.32,188.32,6
JVASP-93255,38.27,38.27,5
JVASP-100522,57.97,57.97,9
JVASP-100131,59.0,59.0,8
JVASP-95318,25.74,25.74,28
JVASP-100170,163.58,163.58,4
JVASP-92682,88.67,88.67,5
JVASP-92589,94.4,94.4,5
JVASP-15750,239.77,239.77,5
JVASP-99955,2.36,2.36,4
JVASP-100312,200.7,200.7,6
JVASP-14868,58.69,58.69,3
JVASP-1465,51.54,51.54,4
JVASP-92633,94.98,94.98,5
JVASP-93861,143.83,143.83,6
JVASP-22717,76.74,76.74,6
JVASP-101439,122.73,122.73,5
JVASP-93481,229.73,229.73,6
JVASP-15681,76.68,76.68,8
JVASP-3951,18.23,18.23,9
JVASP-100408,0.0,0.0,10
JVASP-14826,43.0,43.0,2
JVASP-100313,75.06,75.06,2
JVASP-100464,225.39,225.39,7
JVASP-100639,174.3,174.3,9
JVASP-94963,56.46,56.46,7
JVASP-100594,37.43,37.43,4
JVASP-15203,143.3,143.3,5
JVASP-95456,22.69,22.69,36
JVASP-93256,26.23,26.23,5
JVASP-99620,147.28,147.28,5
JVASP-99910,54.17,54.17,7
JVASP-93416,67.29,67.29,6
JVASP-100060,98.99,98.99,4
JVASP-99582,51.77,51.77,4
JVASP-99956,38.86,38.86,6
JVASP-14569,0.19,0.19,9
JVASP-95325,147.87,147.87,5
JVASP-18523,40.8,40.8,5
JVASP-100264,184.97,184.97,4
JVASP-93961,80.19,80.19,6
JVASP-92725,27.18,27.18,5
JVASP-92634,161.7,161.7,5
JVASP-95638,84.4,84.4,20
JVASP-94858,136.34,136.34,7
JVASP-99391,41.44,41.44,4
JVASP-99537,71.49,71.49,4
JVASP-93364,64.4,64.4,6
JVASP-4855,29.04,29.04,20
JVASP-15566,158.18,158.18,5
JVASP-96837,274.49,274.49,4
JVASP-100266,95.13,95.13,4
JVASP-14650,250.12,250.12,6
JVASP-93482,181.72,181.72,6
JVASP-92801,103.6,103.6,5
JVASP-100640,57.73,57.73,7
JVASP-94964,49.12,49.12,7
JVASP-99911,146.22,146.22,6
JVASP-101441,115.16,115.16,8
JVASP-100595,224.7,224.7,4
JVASP-99493,229.22,229.22,4
JVASP-14716,68.77,68.77,4
JVASP-15015,81.19,81.19,3
JVASP-28453,33.67,33.67,9
JVASP-100529,83.53,83.53,9
JVASP-93257,69.1,69.1,5
JVASP-1468,81.13,81.13,4
JVASP-92684,15.27,15.27,5
JVASP-99766,49.08,49.08,6
JVASP-17356,28.41,28.41,8
JVASP-19863,144.8,144.8,6
JVASP-100134,46.83,46.83,5
JVASP-3231,41.99,41.99,6
JVASP-100316,73.34,73.34,4
JVASP-101442,92.07,92.07,4
JVASP-28414,27.97,27.97,6
JVASP-14570,144.13,144.13,6
JVASP-102087,25.27,25.27,10
JVASP-93417,268.33,268.33,6
JVASP-99392,52.19,52.19,4
JVASP-16125,125.78,125.78,3
JVASP-15751,63.23,63.23,2
JVASP-100467,52.17,52.17,7
JVASP-51107,130.73,130.73,3
JVASP-1930,25.81,25.81,3
JVASP-102856,53.77,53.77,10
JVASP-93483,182.27,182.27,6
JVASP-14651,121.59,121.59,3
JVASP-20077,74.13,74.13,2
JVASP-14869,119.27,119.27,2
JVASP-92635,108.84,108.84,5
JVASP-100010,144.1,144.1,4
JVASP-100174,64.23,64.23,4
JVASP-18667,209.2,209.2,4
JVASP-99822,174.47,174.47,4
JVASP-102942,112.63,112.63,4
JVASP-99912,149.56,149.56,4
JVASP-93811,232.54,232.54,6
JVASP-2035,16.37,16.37,3
JVASP-15453,133.17,133.17,5
JVASP-99959,21.6,21.6,8
JVASP-2334,136.7,136.7,5
JVASP-92802,137.16,137.16,5
JVASP-100596,32.97,32.97,4
JVASP-16158,120.98,120.98,3
JVASP-100063,154.34,154.34,8
JVASP-15658,96.13,96.13,5
JVASP-14829,262.33,262.33,1
JVASP-92591,114.38,114.38,5
JVASP-20100,216.17,216.17,3
JVASP-103281,32.32,32.32,4
JVASP-93418,118.3,118.3,6
JVASP-100468,49.73,49.73,7
JVASP-102198,20.21,20.21,10
JVASP-99393,46.53,46.53,4
JVASP-99540,47.51,47.51,4
JVASP-93486,91.08,91.08,6
JVASP-102088,44.0,44.0,10
JVASP-102146,75.72,75.72,6
JVASP-95153,17.27,17.27,40
JVASP-15752,53.04,53.04,4
JVASP-15156,188.5,188.5,5
JVASP-102858,26.63,26.63,10
JVASP-15233,47.29,47.29,4
JVASP-1933,25.93,25.93,3
JVASP-15278,187.5,187.5,5
JVASP-94863,61.48,61.48,7
JVASP-18470,54.86,54.86,7
JVASP-15996,199.79,199.79,4
JVASP-314,196.12,196.12,12
JVASP-11946,196.2,196.2,2
JVASP-99668,50.28,50.28,5
JVASP-92636,177.79,177.79,5
JVASP-100175,151.39,151.39,4
JVASP-51020,52.12,52.12,16
JVASP-99913,100.67,100.67,4
JVASP-99584,62.84,62.84,1
JVASP-1876,142.79,142.79,4
JVASP-19864,102.53,102.53,2
JVASP-57097,65.1,65.1,5
JVASP-92592,21.6,21.6,5
JVASP-15358,77.9,77.9,6
JVASP-95642,29.69,29.69,24
JVASP-15709,46.9,46.9,7
JVASP-99731,35.9,35.9,10
JVASP-100643,53.87,53.87,5
JVASP-102943,110.3,110.3,4
JVASP-96839,45.04,45.04,24
JVASP-1303,39.57,39.57,2
JVASP-100469,123.87,123.87,4
JVASP-100364,255.22,255.22,6
JVASP-100414,195.33,195.33,6
JVASP-102090,13.67,13.67,10
JVASP-102148,111.63,111.63,4
JVASP-103371,147.6,147.6,10
JVASP-100597,41.86,41.86,8
JVASP-15089,117.94,117.94,5
JVASP-99043,0.0,0.0,6
JVASP-15403,129.23,129.23,4
JVASP-93419,93.11,93.11,6
JVASP-92728,88.4,88.4,5
JVASP-100137,44.31,44.31,6
JVASP-18591,52.27,52.27,6
JVASP-103106,123.29,123.29,5
JVASP-99961,177.83,177.83,8
JVASP-2523,21.38,21.38,6
JVASP-18471,0.0,0.0,6
JVASP-43598,65.53,65.53,20
JVASP-92686,82.39,82.39,5
JVASP-100066,102.53,102.53,10
JVASP-106309,12.0,12.0,9
JVASP-14652,244.4,244.4,2
JVASP-99669,77.48,77.48,5
JVASP-100535,67.93,67.93,5
JVASP-99444,65.37,65.37,6
JVASP-102861,56.27,56.27,10
JVASP-287,105.5,105.5,6
JVASP-100017,0.22,0.22,4
JVASP-99914,85.98,85.98,6
JVASP-11947,209.37,209.37,4
JVASP-18924,218.57,218.57,4
JVASP-19909,54.4,54.4,2
JVASP-102203,29.7,29.7,5
JVASP-20078,89.77,89.77,2
JVASP-95643,121.3,121.3,7
JVASP-14870,25.34,25.34,8
JVASP-15567,157.63,157.63,4
JVASP-14717,107.9,107.9,2
JVASP-99732,37.13,37.13,8
JVASP-102149,23.77,23.77,4
JVASP-100178,74.87,74.87,4
JVASP-94908,153.62,153.62,7
JVASP-99870,101.94,101.94,10
JVASP-13843,203.71,203.71,6
JVASP-52372,72.83,72.83,14
JVASP-92593,194.27,194.27,5
JVASP-99962,77.58,77.58,4
JVASP-3513,28.33,28.33,6
JVASP-14673,79.1,79.1,6
JVASP-99497,58.54,58.54,9
JVASP-100859,210.82,210.82,6
JVASP-18941,211.9,211.9,6
JVASP-100817,39.07,39.07,4
JVASP-99772,44.92,44.92,4
JVASP-16103,164.06,164.06,8
JVASP-101398,84.6,84.6,4
JVASP-99670,124.71,124.71,6
JVASP-15359,71.67,71.67,5
JVASP-92687,311.96,311.96,5
JVASP-100067,73.09,73.09,7
JVASP-100275,74.74,74.74,10
JVASP-93813,88.17,88.17,6
JVASP-106316,15.25,15.25,4
JVASP-103490,0.3,0.3,4
JVASP-57036,69.49,69.49,7
JVASP-100645,199.67,199.67,8
JVASP-102093,17.47,17.47,10
JVASP-92729,131.48,131.48,5
JVASP-2526,25.73,25.73,6
JVASP-100229,66.27,66.27,4
JVASP-100366,42.42,42.42,7
JVASP-100536,46.64,46.64,4
JVASP-100600,115.24,115.24,4
JVASP-99734,18.5,18.5,8
JVASP-102864,49.73,49.73,10
JVASP-103033,66.37,66.37,4
JVASP-2163,74.41,74.41,8
JVASP-12017,42.03,42.03,8
JVASP-18424,95.04,95.04,3
JVASP-102151,163.03,163.03,6
JVASP-94909,86.29,86.29,7
JVASP-99773,44.8,44.8,4
JVASP-101400,21.54,21.54,4
JVASP-18713,100.93,100.93,6
JVASP-3933,27.47,27.47,8
JVASP-1936,20.2,20.2,3
JVASP-99671,94.89,94.89,5
JVASP-100180,45.23,45.23,4
JVASP-100068,47.3,47.3,4
JVASP-100776,139.77,139.77,5
JVASP-103286,39.63,39.63,4
JVASP-92688,23.69,23.69,5
JVASP-11948,200.07,200.07,2
JVASP-99828,156.07,156.07,4
JVASP-99916,118.01,118.01,6
JVASP-14871,69.0,69.0,2
JVASP-103375,54.35,54.35,4
JVASP-99964,54.74,54.74,5
JVASP-15016,120.66,120.66,4
JVASP-50373,168.6,168.6,12
JVASP-14889,61.43,61.43,8
JVASP-2658,31.31,31.31,7
JVASP-100277,0.0,0.0,5
JVASP-102094,18.97,18.97,10
JVASP-19933,51.69,51.69,3
JVASP-100537,163.51,163.51,4
JVASP-2529,29.1,29.1,6
JVASP-17357,30.18,30.18,8
JVASP-100367,58.49,58.49,6
JVASP-99736,20.81,20.81,6
JVASP-100646,173.53,173.53,8
JVASP-102946,10.83,10.83,4
JVASP-101099,119.88,119.88,8
JVASP-14718,87.13,87.13,2
JVASP-102866,27.87,27.87,10
JVASP-97025,88.24,88.24,8
JVASP-28383,191.51,191.51,6
JVASP-101401,130.0,130.0,4
JVASP-18592,52.27,52.27,4
JVASP-101264,7.8,7.8,8
JVASP-100143,180.5,180.5,4
JVASP-100231,15.97,15.97,8
JVASP-99965,53.38,53.38,4
JVASP-103289,37.67,37.67,1
JVASP-11949,92.7,92.7,2
JVASP-99829,97.37,97.37,4
JVASP-49796,178.77,178.77,6
JVASP-101212,107.13,107.13,3
JVASP-15455,155.77,155.77,4
JVASP-3516,25.31,25.31,6
JVASP-100070,178.4,178.4,4
JVASP-100368,44.57,44.57,3
JVASP-100539,42.9,42.9,2
JVASP-99917,99.79,99.79,2
JVASP-100327,96.98,96.98,4
JVASP-15614,78.9,78.9,6
JVASP-99782,19.36,19.36,2
JVASP-18846,77.77,77.77,6
JVASP-102947,17.8,17.8,4
JVASP-99737,52.87,52.87,8
JVASP-100182,12.83,12.83,4
JVASP-102098,237.94,237.94,6
JVASP-14872,221.88,221.88,4
JVASP-2661,42.79,42.79,7
JVASP-99874,130.37,130.37,9
JVASP-102867,33.33,33.33,10
JVASP-15133,205.54,205.54,6
JVASP-101267,12.74,12.74,2
JVASP-100603,40.57,40.57,3
JVASP-100233,53.93,53.93,4
JVASP-103040,75.77,75.77,6
JVASP-100022,31.04,31.04,8
JVASP-97027,46.59,46.59,4
JVASP-99966,180.11,180.11,4
JVASP-18925,147.37,147.37,6
JVASP-100420,52.11,52.11,10
JVASP-12158,26.08,26.08,5
JVASP-99449,77.78,77.78,10
JVASP-103210,41.43,41.43,10
JVASP-101403,19.65,19.65,4
JVASP-100234,53.93,53.93,4
JVASP-18794,31.93,31.93,6
JVASP-15320,86.49,86.49,5
JVASP-15789,50.5,50.5,6
JVASP-100072,116.29,116.29,5
JVASP-106349,55.61,55.61,4
JVASP-4173,21.99,21.99,8
JVASP-101643,54.96,54.96,5
JVASP-99918,44.9,44.9,6
JVASP-14946,256.93,256.93,2
JVASP-43832,70.53,70.53,10
JVASP-15457,49.29,49.29,5
JVASP-20079,286.47,286.47,4
JVASP-103113,127.56,127.56,5
JVASP-1939,25.24,25.24,4
JVASP-100369,27.06,27.06,8
JVASP-16060,159.11,159.11,5
JVASP-100235,51.63,51.63,4
JVASP-15234,114.03,114.03,6
JVASP-14572,193.19,193.19,3
JVASP-99403,50.09,50.09,4
JVASP-103383,234.14,234.14,4
JVASP-102870,34.43,34.43,10
JVASP-102099,69.67,69.67,7
JVASP-14674,128.63,128.63,4
JVASP-93815,318.18,318.18,6
JVASP-15660,118.39,118.39,6
JVASP-103042,46.5,46.5,6
JVASP-101477,30.81,30.81,3
JVASP-102954,78.77,78.77,4
JVASP-103521,177.86,177.86,4
JVASP-15360,145.68,145.68,5
JVASP-51108,95.43,95.43,3
JVASP-22716,36.4,36.4,9
JVASP-97028,44.8,44.8,4
JVASP-2664,43.49,43.49,7
JVASP-99503,46.43,46.43,5
JVASP-16126,83.48,83.48,7
JVASP-1942,13.77,13.77,2
JVASP-102208,117.33,117.33,6
JVASP-54761,38.37,38.37,6
JVASP-15404,135.16,135.16,5
JVASP-100184,11.49,11.49,8
JVASP-99919,85.6,85.6,4
JVASP-15790,79.79,79.79,5
JVASP-12195,104.32,104.32,6
JVASP-100542,157.32,157.32,7
JVASP-100026,153.4,153.4,7
JVASP-15321,70.17,70.17,6
JVASP-14979,41.4,41.4,6
JVASP-101537,34.22,34.22,8
JVASP-100649,173.56,173.56,8
JVASP-103295,63.96,63.96,2
JVASP-106368,118.68,118.68,6
JVASP-99741,11.59,11.59,3
JVASP-100424,54.09,54.09,8
JVASP-99452,46.92,46.92,4
JVASP-11953,210.03,210.03,4
JVASP-100331,135.89,135.89,9
JVASP-50953,18.08,18.08,9
JVASP-100283,56.3,56.3,2
JVASP-16206,58.48,58.48,2
JVASP-103534,44.68,44.68,8
JVASP-15280,148.98,148.98,5
JVASP-102955,0.0,0.0,4
JVASP-18499,194.08,194.08,6
JVASP-15235,124.97,124.97,4
JVASP-101405,123.2,123.2,4
JVASP-16028,52.9,52.9,8
JVASP-2898,17.94,17.94,6
JVASP-101458,125.99,125.99,4
JVASP-100075,53.63,53.63,10
JVASP-1945,12.6,12.6,2
JVASP-18556,35.24,35.24,8
JVASP-18425,139.03,139.03,4
JVASP-15568,142.66,142.66,5
JVASP-101216,46.4,46.4,4
JVASP-2667,34.0,34.0,7
JVASP-28966,5.53,5.53,12
JVASP-103115,43.8,43.8,8
JVASP-20102,125.59,125.59,6
JVASP-15017,68.7,68.7,4
JVASP-15322,156.5,156.5,5
JVASP-102873,20.57,20.57,10
JVASP-100371,0.1,0.1,6
JVASP-101478,75.5,75.5,4
JVASP-4080,14.66,14.66,9
JVASP-2430,49.49,49.49,7
JVASP-97030,60.99,60.99,10
JVASP-100545,45.07,45.07,4
JVASP-15281,39.94,39.94,8
JVASP-103400,-0.0,-0.0,2
JVASP-103216,17.91,17.91,6
JVASP-100606,64.43,64.43,4
JVASP-2901,19.91,19.91,6
JVASP-100650,112.89,112.89,8
JVASP-19910,221.41,221.41,4
JVASP-99834,41.43,41.43,8
JVASP-100332,135.21,135.21,4
JVASP-103538,65.53,65.53,6
JVASP-18557,76.82,76.82,3
JVASP-15710,71.79,71.79,5
JVASP-3522,17.84,17.84,6
JVASP-102282,20.71,20.71,4
JVASP-92735,165.68,165.68,5
JVASP-18795,60.37,60.37,2
JVASP-100486,79.3,79.3,4
JVASP-28891,5.81,5.81,12
JVASP-100028,56.62,56.62,4
JVASP-15569,141.44,141.44,5
JVASP-100999,88.62,88.62,6
JVASP-14890,333.93,333.93,5
JVASP-52274,123.67,123.67,4
JVASP-102159,142.4,142.4,10
JVASP-99406,111.2,111.2,6
JVASP-15615,170.2,170.2,5
JVASP-100670,107.84,107.84,8
JVASP-102964,37.64,37.64,4
JVASP-100373,165.11,165.11,6
JVASP-2670,30.62,30.62,7
JVASP-100426,175.77,175.77,10
JVASP-19893,68.13,68.13,2
JVASP-99744,77.8,77.8,6
JVASP-18714,97.37,97.37,4
JVASP-15206,153.36,153.36,5
JVASP-3957,15.73,15.73,9
JVASP-101751,85.42,85.42,4
JVASP-14573,199.03,199.03,2
JVASP-18668,113.9,113.9,3
JVASP-99638,149.32,149.32,8
JVASP-15018,150.84,150.84,6
JVASP-100487,40.07,40.07,4
JVASP-102161,219.1,219.1,6
JVASP-100187,67.27,67.27,5
JVASP-101160,26.53,26.53,2
JVASP-15120,237.33,237.33,5
JVASP-15754,47.2,47.2,6
JVASP-2433,65.93,65.93,7
JVASP-1612,54.28,54.28,4
JVASP-100334,28.58,28.58,6
JVASP-15570,184.97,184.97,4
JVASP-102875,27.37,27.37,10
JVASP-4083,14.77,14.77,8
JVASP-1201,53.27,53.27,2
JVASP-103401,209.47,209.47,8
JVASP-21209,305.2,305.2,1
JVASP-103218,45.3,45.3,9
JVASP-100287,80.6,80.6,3
JVASP-103047,239.72,239.72,4
JVASP-15616,121.29,121.29,5
JVASP-100427,52.16,52.16,5
JVASP-2673,30.56,30.56,7
JVASP-11955,210.14,210.14,8
JVASP-100547,139.3,139.3,10
JVASP-103120,67.8,67.8,6
JVASP-100374,135.83,135.83,4
JVASP-102966,37.64,37.64,4
JVASP-99745,47.4,47.4,9
JVASP-13963,108.97,108.97,12
JVASP-15207,123.78,123.78,5
JVASP-103651,273.3,273.3,6
